ticker,base_date,+1,+2,+3,+4,+5
PRGO,44.630001068115234,44.27000045776367,44.83000183105469,46,44.63999938964844,44.599998474121094HHC,77.56999969482422,78.33000183105469,79.12000274658203,80.04000091552734,80.86000061035156GEF,51.7599983215332,47.939998626708984,48.16999816894531,46.459999084472656,48.18000030517578,47.5099983215332
